Código CNO;Nombre CNO;Código DEN C.N.O.;Nombre DENOM C.N.O.;Código CUOC;Nombre CUOC;Código DEN CUOC;Nombre DENOM CUOC
2161;Matemáticos, Estadísticos y Actuarios;D-2161.028;Matemático en matemática pura;21.200.029;Matemático de matemática pura;21200;Matemáticos, actuarios y estadísticos
2171;Analistas de Sistemas Informáticos;D-2171.001;Analista procesamiento información TI;25.110.026;Analista procesamiento información TI (Tecnologías de la Información);25110;Analistas de sistemas
2171;Analistas de Sistemas Informáticos;D-2171.005;Analista sistemas;25.110.016;Analista de sistemas;25110;Analistas de sistemas
2171;Analistas de Sistemas Informáticos;D-2171.007;Analista sistemas informáticos aplicaciones;25.120.004;Analista de sistemas informáticos aplicaciones;25120;Desarrolladores de software
2171;Analistas de Sistemas Informáticos;D-2171.008;Analista sistemas informáticos comunicación de datos;25.230.005;Analista de sistemas informáticos comunicación de datos;25230;Profesionales en redes de computadores
2171;Analistas de Sistemas Informáticos;D-2171.009;Analista software;25.120.005;Analista de software;25120;Desarrolladores de software
2171;Analistas de Sistemas Informáticos;D-2171.010;Analista transmisiones sistemas informáticos;25.230.006;Analista de transmisiones de sistemas informáticos;25230;Profesionales en redes de computadores
2171;Analistas de Sistemas Informáticos;D-2171.011;Analista de gestión de cambio TI;25.110.005;Analista de gestión de cambio TI (Tecnologías de la Información);25110;Analistas de sistemas
2171;Analistas de Sistemas Informáticos;D-2171.012;Analista de inteligencia de negocio TI;25.110.008;Analista de inteligencia de negocio TI (Tecnologías de la Información);25110;Analistas de sistemas
2171;Analistas de Sistemas Informáticos;D-2171.013;Analista de negocio y procesos TI;25.110.010;Analista de negocio y procesos TI (Tecnologías de la Información);25110;Analistas de sistemas
2171;Analistas de Sistemas Informáticos;D-2171.014;Analista de proyecto TI;25.110.014;Analista de proyecto TI (Tecnologías de la Información);25110;Analistas de sistemas
2171;Analistas de Sistemas Informáticos;D-2171.016;Analista de servicio de soporte TI;25.110.015;Analista de servicio de soporte TI (Tecnologías de la Información);25110;Analistas de sistemas
2171;Analistas de Sistemas Informáticos;D-2171.019;Analista especificador de soporte TI;25.110.024;Analista especificador de soporte TI (Tecnologías de la Información);25110;Analistas de sistemas
2171;Analistas de Sistemas Informáticos;D-2171.021;Gestor de riesgos de ti;25.110.044;Gestor de riesgos de TI (Tecnologías de la Información);25110;Analistas de sistemas
2171;Analistas de Sistemas Informáticos;D-2171.023;Ingeniero de requerimientos TI;25.110.048;Ingeniero de requerimientos TI (Tecnologías de la Información);25110;Analistas de sistemas
2171;Analistas de Sistemas Informáticos;D-2171.026;Técnico de imagen digital (DIT);35.213.042;Técnico en imagen digital (DIT);35213;Asistentes en cine, televisión y artes escénicas
2171;Analistas de Sistemas Informáticos;D-2171.028;Gestor de datos;25.290.032;Gestor de minería de datos;25290;Profesionales en bases de datos y en redes de computadores no clasificados en otras ocupaciones
2171;Analistas de Sistemas Informáticos;D-2171.029;Analista de sistemas de información comercial;Sin clasificación en CUOC 2023;;;
2172;Administradores de Servicios de Tecnologías de la Información;D-2172.003;Administrador redes y sistemas TI;25.220.015;Administrador redes y sistemas TI (Tecnologías de la Información);25220;Administradores de sistemas
2172;Administradores de Servicios de Tecnologías de la Información;D-2172.004;Administrador seguridad informática;25.290.002;Administrador de seguridad informática;25290;Profesionales en bases de datos y en redes de computadores no clasificados en otras ocupaciones
2172;Administradores de Servicios de Tecnologías de la Información;D-2172.005;Administrador sistemas informáticos;25.220.012;Administrador de sistemas informáticos;25220;Administradores de sistemas
2172;Administradores de Servicios de Tecnologías de la Información;D-2172.006;Administrador sitios web;35.140.001;Administrador de sitio web;35140;Técnicos de la Web
2172;Administradores de Servicios de Tecnologías de la Información;D-2172.007;Consultor seguridad informática;25.290.019;Consultor de seguridad informática;25290;Profesionales en bases de datos y en redes de computadores no clasificados en otras ocupaciones
2172;Administradores de Servicios de Tecnologías de la Información;D-2172.008;Administrador centro de cómputo;25.220.001;Administrador de centro de cómputo;25220;Administradores de sistemas
2172;Administradores de Servicios de Tecnologías de la Información;D-2172.014;Administrador funcional TI;25.220.014;Administrador funcional TI (Tecnologías de la Información);25220;Administradores de sistemas
2172;Administradores de Servicios de Tecnologías de la Información;D-2172.015;Analista de seguridad TI;25.290.007;Analista de seguridad TI (Tecnologías de la Información);25290;Profesionales en bases de datos y en redes de computadores no clasificados en otras ocupaciones
2172;Administradores de Servicios de Tecnologías de la Información;D-2172.016;Gestor de seguridad de la información TI;25.290.026;Gestor de seguridad de la información TI (Tecnologías de la Información);25290;Profesionales en bases de datos y en redes de computadores no clasificados en otras ocupaciones
2172;Administradores de Servicios de Tecnologías de la Información;D-2172.017;Líder de seguridad y cumplimiento TI;25.290.029;Líder de seguridad y cumplimiento TI (Tecnologías de la Información);25290;Profesionales en bases de datos y en redes de computadores no clasificados en otras ocupaciones
2172;Administradores de Servicios de Tecnologías de la Información;D-2172.018;Oficial de seguridad TI;25.290.031;Oficial de seguridad TI (Tecnologías de la Información);25290;Profesionales en bases de datos y en redes de computadores no clasificados en otras ocupaciones
2173;Desarrolladores de Aplicaciones Informáticas y Digitales;D-2173.001;Desarrollador de sistemas de información TI;25.120.014;Desarrollador de sistemas de información TI (Tecnologías de la Información);25120;Desarrolladores de software
2173;Desarrolladores de Aplicaciones Informáticas y Digitales;D-2173.003;Programador aplicaciones informáticas;25.140.004;Programador de aplicaciones informáticas;25140;Programadores de aplicaciones
2173;Desarrolladores de Aplicaciones Informáticas y Digitales;D-2173.005;Programador de sitios web;25.130.044;Programador de sitio web;25130;Desarrolladores Web y multimedia
2173;Desarrolladores de Aplicaciones Informáticas y Digitales;D-2173.006;Programador sistemas;25.140.005;Programador de sistemas;25140;Programadores de aplicaciones
2173;Desarrolladores de Aplicaciones Informáticas y Digitales;D-2173.008;Programador sistemas operativos;25.140.007;Programador de sistemas operativos;25140;Programadores de aplicaciones
2173;Desarrolladores de Aplicaciones Informáticas y Digitales;D-2173.014;Desarrollador de soluciones TI;25.120.016;Desarrollador de soluciones TI (Tecnologías de la Información);25120;Desarrolladores de software
2173;Desarrolladores de Aplicaciones Informáticas y Digitales;D-2173.015;Desarrollador de video juegos;25.130.027;Desarrollador de videojuego;25130;Desarrolladores Web y multimedia
2173;Desarrolladores de Aplicaciones Informáticas y Digitales;D-2173.018;Diseñador de video juegos;21.662.047;Diseñador de videojuegos;21662;Diseñadores de imágenes computarizadas e interacción digital
2173;Desarrolladores de Aplicaciones Informáticas y Digitales;D-2173.021;Líder de desarrollo TI;25.120.034;Líder de desarrollo TI (Tecnologías de la Información);25120;Desarrolladores de software
2173;Desarrolladores de Aplicaciones Informáticas y Digitales;D-2173.022;Líder funcional TI;25.120.035;Líder desarrollador funcional TI (Tecnologías de la Información);25120;Desarrolladores de software
2211;Técnicos en Química Aplicada;D-2211.001;Analista laboratorio químico;31.115.001;Asistente de laboratorio de procesamiento químico;31115;Auxiliares de laboratorio
2211;Técnicos en Química Aplicada;D-2211.003;Analista suelos química;21.130.004;Analista químico de suelos;21130;Químicos
2211;Técnicos en Química Aplicada;D-2211.006;Inspector control de calidad productos farmacéuticos;31.160.003;Inspector de control de calidad de productos farmacéuticos;31160;Técnicos en química industrial
2211;Técnicos en Química Aplicada;D-2211.007;Laboratorista química;31.111.003;Laboratorista químico;31111;Técnicos en física y química
2211;Técnicos en Química Aplicada;D-2211.009;Tecnólogo química;31.111.013;Tecnólogo químico;31111;Técnicos en física y química
2211;Técnicos en Química Aplicada;D-2211.010;Tecnólogo química industrial;31.160.030;Tecnólogo de química industrial;31160;Técnicos en química industrial
2211;Técnicos en Química Aplicada;D-2211.012;Técnico control de calidad procesamiento químico;31.111.009;Técnico de control de calidad de procesamiento químico;31111;Técnicos en física y química
2211;Técnicos en Química Aplicada;D-2211.013;Técnico laboratorio bioquímica;32.120.011;Técnico de laboratorio bioquímica;32120;Técnicos de laboratorios médicos
2211;Técnicos en Química Aplicada;D-2211.014;Técnico laboratorio químico;31.111.010;Técnico de laboratorio químico;31111;Técnicos en física y química
2211;Técnicos en Química Aplicada;D-2211.016;Técnico producción curtiembre;31.191.024;Técnico de producción de curtiembre;31191;Técnicos en fabricación industrial
2211;Técnicos en Química Aplicada;D-2211.018;Técnico química aplicada;31.160.013;Técnico en química aplicada;31160;Técnicos en química industrial
2211;Técnicos en Química Aplicada;D-2211.019;Técnico química industrial gas;31.160.015;Técnico en química industrial de gas;31160;Técnicos en química industrial
2211;Técnicos en Química Aplicada;D-2211.020;Técnico química industrial petróleo;31.160.016;Técnico en química industrial de petróleo;31160;Técnicos en química industrial
2211;Técnicos en Química Aplicada;D-2211.021;Técnico química industrial procesos químicos;31.160.017;Técnico en química industrial de procesos químicos;31160;Técnicos en química industrial
2211;Técnicos en Química Aplicada;D-2211.022;Técnico química industrial producción y distribución de gas;31.160.018;Técnico en química industrial de producción y distribución gas;31160;Técnicos en química industrial
2211;Técnicos en Química Aplicada;D-2211.023;Técnico química industrial refinación del petróleo;31.160.019;Técnico en química industrial de refinación de petróleo;31160;Técnicos en química industrial
2211;Técnicos en Química Aplicada;D-2211.024;Técnico química producción de plásticos;31.160.020;Técnico en química producción de plásticos;31160;Técnicos en química industrial
2211;Técnicos en Química Aplicada;D-2211.026;Técnico química productos farmacéuticos;31.160.027;Técnico químico de productos farmacéuticos;31160;Técnicos en química industrial
2212;Técnicos en Geología y Minería;D-2212.002;Laboratorista minería;31.171.007;Laboratorista de minería;31171;Técnicos de minas y metalurgia
2212;Técnicos en Geología y Minería;D-2212.003;Tecnólogo en minas;21.461.014;Tecnólogo de minas;21461;Ingenieros de minas
2212;Técnicos en Geología y Minería;D-2212.004;Tecnólogo en minería;21.461.015;Tecnólogo de minería;21461;Ingenieros de minas
2212;Técnicos en Geología y Minería;D-2212.005;Tecnólogo ingeniería metalúrgica;21.462.011;Tecnólogo de ingeniería metalúrgica;21462;Ingenieros metalúrgicos
2212;Técnicos en Geología y Minería;D-2212.007;Técnico en mineralogía;31.171.033;Técnico de mineralogía;31171;Técnicos de minas y metalurgia
2212;Técnicos en Geología y Minería;D-2212.008;Técnico en minería;31.171.034;Técnico de minería;31171;Técnicos de minas y metalurgia
2212;Técnicos en Geología y Minería;D-2212.009;Técnico en oceanografía;31.112.005;Técnico de oceanografía;31112;Técnicos en geología
2212;Técnicos en Geología y Minería;D-2212.010;Técnico en petrología;31.171.036;Técnico de petrología;31171;Técnicos de minas y metalurgia
2212;Técnicos en Geología y Minería;D-2212.011;Técnico en siderurgia;31.171.037;Técnico de siderurgia;31171;Técnicos de minas y metalurgia
2212;Técnicos en Geología y Minería;D-2212.012;Técnico extracción carbón;31.171.020;Técnico de extracción de carbón;31171;Técnicos de minas y metalurgia
2212;Técnicos en Geología y Minería;D-2212.013;Técnico extracción metales;31.171.021;Técnico de extracción de metales;31171;Técnicos de minas y metalurgia
2212;Técnicos en Geología y Minería;D-2212.014;Técnico extracción petróleo y gas natural;31.171.022;Técnico de extracción de petróleo y gas natural;31171;Técnicos de minas y metalurgia
2212;Técnicos en Geología y Minería;D-2212.016;Técnico geología;31.112.003;Técnico de geología;31112;Técnicos en geología
2212;Técnicos en Geología y Minería;D-2212.017;Técnico hidrología;31.112.004;Técnico de hidrología;31112;Técnicos en geología
2212;Técnicos en Geología y Minería;D-2212.018;Técnico ingeniería minas;31.171.026;Técnico de ingeniería de minas;31171;Técnicos de minas y metalurgia
2212;Técnicos en Geología y Minería;D-2212.019;Técnico metalurgia;31.171.027;Técnico de metalurgia;31171;Técnicos de minas y metalurgia
2212;Técnicos en Geología y Minería;D-2212.022;Técnico metalurgia en fundición;31.171.031;Técnico de metalurgia y fundición;31171;Técnicos de minas y metalurgia
2212;Técnicos en Geología y Minería;D-2212.023;Técnico metalurgia en física;31.171.030;Técnico de metalurgia física;31171;Técnicos de minas y metalurgia
2212;Técnicos en Geología y Minería;D-2212.024;Técnico metalurgia en producción de metales;31.171.032;Técnico de metalurgia y producción de metales;31171;Técnicos de minas y metalurgia
2213;Técnicos en Meteorología;D-2213.002;Inspector meteorología puerto;31.113.001;Inspector meteorológico de puerto;31113;Técnicos en meteorología
2213;Técnicos en Meteorología;D-2213.003;Técnico meteorología;31.113.003;Técnico de meteorología;31113;Técnicos en meteorología
2221;Técnicos en ciencias biológicas y biotecnológicas (excluyendo la medicina);D-2221.002;Técnico bacteriología;31.410.002;Técnico de bacteriología;31410;Técnicos en ciencias biológicas (excluyendo la medicina)
2221;Técnicos en ciencias biológicas y biotecnológicas (excluyendo la medicina);D-2221.003;Técnico biofísica;31.410.003;Técnico de biofísica;31410;Técnicos en ciencias biológicas (excluyendo la medicina)
2221;Técnicos en ciencias biológicas y biotecnológicas (excluyendo la medicina);D-2221.004;Técnico biología;31.410.004;Técnico de biología;31410;Técnicos en ciencias biológicas (excluyendo la medicina)
2221;Técnicos en ciencias biológicas y biotecnológicas (excluyendo la medicina);D-2221.005;Técnico biología marina;31.410.005;Técnico de biología marina;31410;Técnicos en ciencias biológicas (excluyendo la medicina)
2221;Técnicos en ciencias biológicas y biotecnológicas (excluyendo la medicina);D-2221.006;Técnico bioquímica;31.410.006;Técnico de bioquímica;31410;Técnicos en ciencias biológicas (excluyendo la medicina)
