Código CNO;Nombre CNO;Código DEN C.N.O.;Nombre DENOM CON;NombreDENOMCON1;Código CUOC;NombreCUOC;NombreCUOC1;Código DEN CUOC;Nombre DENOM CUOC;;;;;;;;
2143;Ingenieros de Minas;D-2143.005;Ingeniero minas minería aurífera aluvial;Ingeniero minas mineria aurifera aluvial;21.461.006;Ingeniero de minas de minería aurífera aluvial;Ingeniero de minas de mineria aurifera aluvial;21461;Ingenieros de minas;;;;;;;;
2143;Ingenieros de Minas;D-2143.006;Ingeniero minas producción;Ingeniero minas produccion;21.461.007;Ingeniero de minas de producción;Ingeniero de minas de produccion;21461;Ingenieros de minas;;;;;;;;
2143;Ingenieros de Minas;D-2143.007;Ingeniero minas seguridad;Ingeniero minas seguridad;21.461.008;Ingeniero de minas de seguridad;Ingeniero de minas de seguridad;21461;Ingenieros de minas;;;;;;;;
2143;Ingenieros de Minas;D-2143.008;Ingeniero minas ventilación;Ingeniero minas ventilacion;21.461.009;Ingeniero de minas de ventilación;Ingeniero de minas de ventilacion;21461;Ingenieros de minas;;;;;;;;
2143;Ingenieros de Minas;D-2143.009;Ingeniero minero;Ingeniero minero;21.461.010;Ingeniero de minería;Ingeniero de mineria;21461;Ingenieros de minas;;;;;;;;
2143;Ingenieros de Minas;D-2143.010;Ingeniero minería bajo tierra;Ingeniero mineria bajo tierra;21.461.012;Ingeniero de minería bajo tierra;Ingeniero de mineria bajo tierra;21461;Ingenieros de minas;;;;;;;;
2143;Ingenieros de Minas;D-2143.011;Ingeniero minería de cielo abierto;Ingeniero mineria de cielo abierto;21.461.011;Ingeniero de minería a cielo abierto;Ingeniero de mineria a cielo abierto;21461;Ingenieros de minas;;;;;;;;
2143;Ingenieros de Minas;D-2143.012;Ingeniero planificación minas;Ingeniero planificacion minas;21.461.013;Ingeniero de planificación minas;Ingeniero de planificacion minas;21461;Ingenieros de minas;;;;;;;;
2144;Ingenieros de Petróleos;D-2144.001;Ingeniero de perforación petróleo y gas;Ingeniero de perforacion petroleo y gas;21.463.004;Ingeniero de perforación de petróleo y gas;Ingeniero de perforacion de petroleo y gas;21463;Ingenieros de petróleo y gas;;;;;;;;
2144;Ingenieros de Petróleos;D-2144.002;Ingeniero de petróleo;Ingeniero de petroleo;21.463.006;Ingeniero de petróleos;Ingeniero de petroleos;21463;Ingenieros de petróleo y gas;;;;;;;;
2144;Ingenieros de Petróleos;D-2144.006;Ingeniero producción de petróleo y gas;Ingeniero produccion de petroleo y gas;21.463.009;Ingeniero de producción de petróleo y gas;Ingeniero de produccion de petroleo y gas;21463;Ingenieros de petróleo y gas;;;;;;;;
2144;Ingenieros de Petróleos;D-2144.009;Coordinador de facilidades y producción (Res. 2616/2016);Coordinador de facilidades y produccion (Res. 2616/2016);31.213.008;Coordinador de facilidades y producción de petróleo y gas;Coordinador de facilidades y produccion de petroleo y gas;31213;Supervisores y analistas de producción de hidrocarburos;;;;;;;;
2144;Ingenieros de Petróleos;D-2144.010;Lider de medición (O&G) (Res. 2616/2016);Lider de medicion (O&G) (Res. 2616/2016);21.450.042;Líder de medición petróleo y gas;Lider de medicion petroleo y gas;21450;Ingenieros químicos;;;;;;;;
2145;Ingenieros de Tecnologías de la Información;D-2145.001;Auditor de TI;Auditor de TI;25.290.011;Auditor de TI (Tecnologías de la Información);Auditor de TI (Tecnologias de la Informacion);25290;Profesionales en bases de datos y en redes de computadores no clasificados en otras ocupaciones;;;;;;;;
2145;Ingenieros de Tecnologías de la Información;D-2145.003;Ingeniero de análisis y diseño sistemas;Ingeniero de analisis y diseño sistemas;25.110.046;Ingeniero de análisis y diseño de sistemas;Ingeniero de analisis y diseño de sistemas;25110;Analistas de sistemas;;;;;;;;
2145;Ingenieros de Tecnologías de la Información;D-2145.012;Ingeniero de soporte de computación;Ingeniero de soporte de computacion;25.110.050;Ingeniero de soporte computación;Ingeniero de soporte computacion;25110;Analistas de sistemas;;;;;;;;
2145;Ingenieros de Tecnologías de la Información;D-2145.016;Ingenieros en tecnologías de la información;Ingenieros en tecnologias de la informacion;25.110.051;Ingeniero en tecnologías de la información;Ingeniero en tecnologias de la informacion;25110;Analistas de sistemas;;;;;;;;
2145;Ingenieros de Tecnologías de la Información;D-2145.017;Analista de evaluación de proyectos de TI;Analista de evaluacion de proyectos de TI;25.110.004;Analista de evaluación de proyectos de TI (Tecnologías de la Información);Analista de evaluacion de proyectos de TI (Tecnologias de la Informacion);25110;Analistas de sistemas;;;;;;;;
2145;Ingenieros de Tecnologías de la Información;D-2145.018;Analista redes y sistemas TI;Analista redes y sistemas TI;25.230.007;Analista redes y sistemas TI (Tecnologías de la Información);Analista redes y sistemas TI (Tecnologias de la Informacion);25230;Profesionales en redes de computadores;;;;;;;;
2145;Ingenieros de Tecnologías de la Información;D-2145.020;Auditor de sistemas TI;Auditor de sistemas TI;25.290.009;Auditor de sistemas TI (Tecnologías de la Información);Auditor de sistemas TI (Tecnologias de la Informacion);25290;Profesionales en bases de datos y en redes de computadores no clasificados en otras ocupaciones;;;;;;;;
2145;Ingenieros de Tecnologías de la Información;D-2145.022;Consultor TI;Consultor TI;25.110.038;Consultor TI (Tecnologías de la Información);Consultor TI (Tecnologias de la Informacion);25110;Analistas de sistemas;;;;;;;;
2145;Ingenieros de Tecnologías de la Información;D-2145.023;Gestor de proveedores de TI;Gestor de proveedores de TI;24.340.016;Gestor de proveedores de TI (Tecnologías de la Información);Gestor de proveedores de TI (Tecnologias de la Informacion);24340;Profesionales de ventas de tecnología de la información y las comunicaciones;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.001;Arquitecto de construcción naval;Arquitecto de construccion naval;21.442.001;Arquitecto de construcciones navales;Arquitecto de construcciones navales;21442;Ingenieros navales;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.013;Ingeniero mecánico construcción embarcaciones;Ingeniero mecanico construccion embarcaciones;21.442.007;Ingeniero mecánico de construcción de embarcaciones;Ingeniero mecanico de construccion de embarcaciones;21442;Ingenieros navales;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.016;Ingeniero procesamiento de alimentos;Ingeniero procesamiento de alimentos;21.450.010;Ingeniero de procesamiento de alimentos;Ingeniero de procesamiento de alimentos;21450;Ingenieros químicos;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.017;Ingeniero recursos naturales y del medio ambiente;Ingeniero recursos naturales y del medio ambiente;21.430.012;Ingeniero de recursos naturales y medio ambiente;Ingeniero de recursos naturales y medio ambiente;21430;Ingenieros medioambientales;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.018;Ingeniero saneamiento y desarrollo ambiental;Ingeniero saneamiento y desarrollo ambiental;21.430.013;Ingeniero de saneamiento y desarrollo ambiental;Ingeniero de saneamiento y desarrollo ambiental;21430;Ingenieros medioambientales;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.020;Diseñador de aeronaves;Diseñador de aeronaves;Sin clasificación en CUOC 2023;;;;;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.021;Diseñador de espacios aéreos;Diseñador de espacios aereos;Sin clasificación en CUOC 2023;;;;;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.022;Diseñador de procedimientos aeronáuticos;Diseñador de procedimientos aeronauticos;Sin clasificación en CUOC 2023;;;;;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.024;Ingeniero aeronáutico de control de calidad;Ingeniero aeronautico de control de calidad;Sin clasificación en CUOC 2023;;;;;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.025;Ingeniero aeronáutico de ensayos en tierra;Ingeniero aeronautico de ensayos en tierra;Sin clasificación en CUOC 2023;;;;;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.026;Ingeniero aronáutico de ensayos en vuelo;Ingeniero aronautico de ensayos en vuelo;Sin clasificación en CUOC 2023;;;;;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.027;Ingeniero coordinador SMS aeronáutico;Ingeniero coordinador SMS aeronautico;Sin clasificación en CUOC 2023;;;;;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.028;Ingeniero de diseño aeronáutico;Ingeniero de diseño aeronautico;Sin clasificación en CUOC 2023;;;;;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.029;Ingeniero jefe de soporte aeronáutico;Ingeniero jefe de soporte aeronautico;Sin clasificación en CUOC 2023;;;;;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.030;Ingeniero de monitoreo de mantenimiento aeronáutico;Ingeniero de monitoreo de mantenimiento aeronautico;Sin clasificación en CUOC 2023;;;;;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.031;Ingeniero de operaciones aeronáuticas;Ingeniero de operaciones aeronauticas;Sin clasificación en CUOC 2023;;;;;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.033;Ingeniero de sistemas operacionales aeronáutico;Ingeniero de sistemas operacionales aeronautico;Sin clasificación en CUOC 2023;;;;;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.034;Ingeniero de soporte aeronáutico;Ingeniero de soporte aeronautico;Sin clasificación en CUOC 2023;;;;;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.035;Ingeniero de validación aeronáutico;Ingeniero de validacion aeronautico;Sin clasificación en CUOC 2023;;;;;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.037;Ingeniero jefe aeronáutico;Ingeniero jefe aeronautico;Sin clasificación en CUOC 2023;;;;;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.038;Ingeniero jefe de confiabilidad aeronáutica;Ingeniero jefe de confiabilidad aeronautica;Sin clasificación en CUOC 2023;;;;;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.039;Ingeniero jefe de diseño y desarrollo aeronáutico;Ingeniero jefe de diseño y desarrollo aeronautico;Sin clasificación en CUOC 2023;;;;;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.040;Ingeniero jefe de operaciones aeronáuticas;Ingeniero jefe de operaciones aeronauticas;Sin clasificación en CUOC 2023;;;;;;;;;;;;
2146;Otros Ingenieros n.c.a.;D-2146.041;Ingeniero jefe de producción aeronáutica;Ingeniero jefe de produccion aeronautica;Sin clasificación en CUOC 2023;;;;;;;;;;;;
2151;Arquitectos;D-2151.002;Arquitecto construcción industrial;Arquitecto construccion industrial;21.610.004;Arquitecto de construcción industrial;Arquitecto de construccion industrial;21610;Arquitectos;;;;;;;;
2151;Arquitectos;D-2151.003;Arquitecto construcción residencial;Arquitecto construccion residencial;21.610.005;Arquitecto de construcción residencial;Arquitecto de construccion residencial;21610;Arquitectos;;;;;;;;
2151;Arquitectos;D-2151.005;Arquitecto edificaciones;Arquitecto edificaciones;21.610.006;Arquitecto de edificaciones;Arquitecto de edificaciones;21610;Arquitectos;;;;;;;;
2151;Arquitectos;D-2151.006;Arquitecto interiores edificios;Arquitecto interiores edificios;21.610.008;Arquitecto de interiores de edificios;Arquitecto de interiores de edificios;21610;Arquitectos;;;;;;;;
2151;Arquitectos;D-2151.007;Arquitecto jefe;Arquitecto jefe;13.230.019;Jefe arquitecto;Jefe arquitecto;13230;Directores y gerentes de empresas de construcción;;;;;;;;
2151;Arquitectos;D-2151.016;Arquitecto especialista en terminales aéreas;Arquitecto especialista en terminales aereas;Sin clasificación en CUOC 2023;;;;;;;;;;;;
2152;Urbanistas y Planificadores del Uso del Suelo;D-2152.002;Planificador espacios comunitarios;Planificador espacios comunitarios;21.640.005;Planificador de espacios comunitarios;Planificador de espacios comunitarios;21640;Planificadores urbanos, regionales y de tránsito;;;;;;;;
2152;Urbanistas y Planificadores del Uso del Suelo;D-2152.003;Planificador medio ambiente;Planificador medio ambiente;21.430.016;Planificador del medio ambiente;Planificador del medio ambiente;21430;Ingenieros medioambientales;;;;;;;;
2152;Urbanistas y Planificadores del Uso del Suelo;D-2152.004;Planificador parques;Planificador parques;21.640.007;Planificador de parques;Planificador de parques;21640;Planificadores urbanos, regionales y de tránsito;;;;;;;;
2152;Urbanistas y Planificadores del Uso del Suelo;D-2152.005;Planificador tránsito;Planificador transito;21.640.009;Planificador de tránsito;Planificador de transito;21640;Planificadores urbanos, regionales y de tránsito;;;;;;;;
2153;Ingenieros Topográficos;D-2153.017;Profesional topográfico SIG;Profesional topografico SIG;21.650.030;Profesional topográfico SIG (sistema de información geográfica);Profesional topografico SIG (sistema de informacion geografica);21650;Cartógrafos e ingenieros topográficos y catastrales;;;;;;;;
2153;Ingenieros Topográficos;D-2153.021;Ingeniero cartografía;Ingeniero cartografia;21.650.015;Ingeniero de cartografía;Ingeniero de cartografia;21650;Cartógrafos e ingenieros topográficos y catastrales;;;;;;;;
2154;Diseñadores Industriales;D-2154.001;Diseñador empaques;Diseñador empaques;21.631.004;Diseñador de empaques;Diseñador de empaques;21631;Diseñadores industriales y de productos;;;;;;;;
2154;Diseñadores Industriales;D-2154.006;Diseñador ergonomista;Diseñador ergonomista;Sin clasificación en CUOC 2023;;;;;;;;;;;;
2154;Diseñadores Industriales;D-2154.013;Diseñador estratégico;Diseñador estrategico;21.662.050;Diseñador estratégico de contenido;Diseñador estrategico de contenido;21662;Diseñadores de imágenes computarizadas e interacción digital;;;;;;;;
2154;Diseñadores Industriales;D-2154.014;Diseñador de iluminación;Diseñador de iluminacion;21.635.006;Diseñador de iluminación de espacios;Diseñador de iluminacion de espacios;21635;Diseñadores de iluminación;;;;;;;;
2154;Diseñadores Industriales;D-2154.016;Sistematizador de experiencias;Sistematizador de experiencias;Sin clasificación en CUOC 2023;;;;;;;;;;;;
2161;Matemáticos, Estadísticos y Actuarios;D-2161.004;Asistente estadística;Asistente estadistica;33.140.002;Asistente estadístico;Asistente estadistico;33140;Técnicos y profesionales del nivel medio de servicios estadísticos, matemáticos y afines;;;;;;;;
2161;Matemáticos, Estadísticos y Actuarios;D-2161.010;Estadígrafo en estadística aplicada;Estadigrafo en estadistica aplicada;21.200.008;Estadígrafo de estadística aplicada;Estadigrafo de estadistica aplicada;21200;Matemáticos, actuarios y estadísticos;;;;;;;;
2161;Matemáticos, Estadísticos y Actuarios;D-2161.012;Estadístico en agricultura;Estadistico en agricultura;21.200.010;Estadístico de agricultura;Estadistico de agricultura;21200;Matemáticos, actuarios y estadísticos;;;;;;;;
2161;Matemáticos, Estadísticos y Actuarios;D-2161.013;Estadístico en biometría;Estadistico en biometria;21.200.011;Estadístico de biometría;Estadistico de biometria;21200;Matemáticos, actuarios y estadísticos;;;;;;;;
2161;Matemáticos, Estadísticos y Actuarios;D-2161.014;Estadístico en ciencias físicas;Estadistico en ciencias fisicas;21.200.012;Estadístico de ciencias físicas;Estadistico de ciencias fisicas;21200;Matemáticos, actuarios y estadísticos;;;;;;;;
2161;Matemáticos, Estadísticos y Actuarios;D-2161.015;Estadístico en demografía;Estadistico en demografia;21.200.013;Estadístico de demografía;Estadistico de demografia;21200;Matemáticos, actuarios y estadísticos;;;;;;;;
2161;Matemáticos, Estadísticos y Actuarios;D-2161.016;Estadístico en economía;Estadistico en economia;21.200.014;Estadístico de economía;Estadistico de economia;21200;Matemáticos, actuarios y estadísticos;;;;;;;;
2161;Matemáticos, Estadísticos y Actuarios;D-2161.017;Estadístico en educación;Estadistico en educacion;21.200.015;Estadístico de educación;Estadistico de educacion;21200;Matemáticos, actuarios y estadísticos;;;;;;;;
2161;Matemáticos, Estadísticos y Actuarios;D-2161.018;Estadístico en finanzas;Estadistico en finanzas;21.200.018;Estadístico de finanzas;Estadistico de finanzas;21200;Matemáticos, actuarios y estadísticos;;;;;;;;
